sample_id,cheating_score,label_id,cheating_label,gaze_away_count,gaze_away_total_sec,head_turn_count,head_turn_max_angle,phone_detected_count,multiple_faces_count,audio_anomaly_count,whisper_detected_count,tab_switch_count,fullscreen_exit_count,identity_mismatch_flag,typing_pause_count,answer_change_count,session_duration_sec,audio_duration_ms,audio_rms_energy,audio_zero_crossing_rate,audio_spectral_centroid_hz,audio_spectral_rolloff_hz,audio_spectral_flatness,audio_tempo_bpm,audio_speech_rate_syl_per_sec,audio_mfcc_1,audio_mfcc_2,audio_mfcc_3,audio_mfcc_4,audio_mfcc_5,audio_mfcc_6,audio_mfcc_7,audio_mfcc_8,audio_mfcc_9,audio_mfcc_10,audio_mfcc_11,audio_mfcc_12,audio_mfcc_13,audio_delta_mfcc_1,audio_delta_mfcc_2,audio_delta_mfcc_3,audio_delta_mfcc_4,audio_delta_mfcc_5,audio_delta_mfcc_6,audio_delta_mfcc_7,audio_delta_mfcc_8,audio_delta_mfcc_9,audio_delta_mfcc_10,audio_delta_mfcc_11,audio_delta_mfcc_12,audio_delta_mfcc_13,audio_class_id,audio_is_suspicious,eye_left_pupil_x,eye_left_pupil_y,eye_right_pupil_x,eye_right_pupil_y,eye_iris_left_offset_x,eye_iris_left_offset_y,eye_iris_right_offset_x,eye_iris_right_offset_y,eye_head_yaw_deg,eye_head_pitch_deg,eye_blink_rate_per_min,eye_fixation_duration_ms,eye_saccade_velocity,eye_looking_away,face_recog_cosine_similarity,face_recog_euclidean_distance,face_recog_is_match,expression_face_width,expression_face_height,expression_mouth_open_ratio,expression_eye_openness_left,expression_eye_openness_right,expression_eyebrow_raise_left,expression_eyebrow_raise_right,expression_AU1,expression_AU2,expression_AU3,expression_AU4,expression_AU5,expression_AU6,expression_AU7,expression_AU8,expression_AU9,expression_AU10,expression_AU11,expression_AU12,expression_AU13,expression_AU14,expression_AU15,expression_AU16,expression_AU17,expression_emotion_id,expression_confidence,object_total_objects_detected,object_suspicious_object_count,object_avg_detection_confidence,object_phone_detected_flag,pose_shoulder_width_px,pose_head_tilt_angle,pose_torso_lean_angle,pose_hand_near_face,pose_movement_velocity,pose_nose_x,pose_nose_y,pose_nose_conf,pose_left_eye_x,pose_left_eye_y,pose_left_eye_conf,pose_right_eye_x,pose_right_eye_y,pose_right_eye_conf,pose_left_ear_x,pose_left_ear_y,pose_left_ear_conf,pose_right_ear_x,pose_right_ear_y,pose_right_ear_conf,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_conf,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_conf,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_conf,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_conf,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_conf,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_conf,pose_label_id,pose_is_suspicious,gaze_away_ratio,obj_suspicion_ratio
399,35,1,minor_infractions,3,13.4,3,36.7,0,1,1,1,1,1,0,0,4,1974.0,464.0,0.00247,0.0972,801.7,885.6,0.0868,121.6,0.75,-21.857,6.286,-12.247,-9.239,2.244,-13.664,-40.568,-20.746,14.045,-23.065,2.611,8.01,-7.963,-2.611,1.628,-1.69,-1.984,0.919,-1.367,-4.0,-2.699,1.926,-1.698,1.617,2.137,0.63,0,0,0.4784,0.407,0.5432,0.4076,-0.0444,-0.1532,-0.0202,-0.154,-2.69,-15.73,9.1,341.3,224.4,0,0.9584,0.2446,1,128.1,151.4,0.095,0.368,0.392,0.313,0.382,0.086,0.203,0.15,0.366,0.104,0.328,0.168,0.147,0.0,0.091,0.274,0.086,0.168,0.099,0.051,0.031,0.083,3,0.886,1,1,0.9724,0,165.5,9.89,-2.85,1,1.953,0.4959,0.3383,0.883,0.5074,0.2505,0.905,0.4714,0.2563,0.832,0.4863,0.2318,0.865,0.453,0.2834,0.978,0.4953,0.2651,0.795,0.4742,0.2473,0.974,0.4502,0.2893,0.621,0.5069,0.2331,0.819,0.4304,0.2646,0.792,0.5634,0.2663,0.871,5,1,0.006788247213779129,1.0
400,36,1,minor_infractions,6,30.3,3,26.7,0,0,3,1,3,0,0,3,4,2298.0,458.0,0.00786,0.1953,1844.7,2881.7,0.2464,112.5,1.94,-2.174,-17.097,9.732,6.626,3.755,10.374,-1.294,8.722,-2.263,-6.06,-8.837,-2.412,11.86,-0.342,-2.199,0.922,0.121,0.495,2.203,0.248,-0.888,0.047,-0.7,0.422,-0.069,0.081,3,0,0.6693,0.503,0.7236,0.5075,0.3327,0.0294,0.2882,0.0252,31.33,1.36,17.5,233.4,398.8,1,0.9353,0.34,1,114.5,134.9,0.093,0.308,0.432,0.359,0.245,0.134,0.02,0.108,0.156,0.074,0.128,0.006,0.114,0.145,0.0,0.037,0.154,0.083,0.027,0.0,0.0,0.147,0,0.742,1,1,0.898,0,156.5,8.16,16.47,0,0.837,0.3446,0.3739,0.814,0.3214,0.3609,0.978,0.3423,0.4418,0.831,0.3557,0.421,0.813,0.2713,0.3794,0.816,0.3894,0.3933,0.902,0.3408,0.3169,0.771,0.3417,0.3149,0.899,0.3278,0.3772,0.92,0.3037,0.3658,0.941,0.361,0.4365,0.892,1,0,0.01318537859007833,1.0
401,22,1,minor_infractions,2,10.4,4,81.5,0,0,3,0,2,0,0,5,2,2105.0,504.0,0.00209,0.0654,486.2,710.0,0.1183,113.6,1.82,2.131,32.944,2.117,2.239,-3.433,-20.381,-34.273,4.389,12.178,5.121,-41.714,-6.405,7.038,0.073,4.346,-1.005,-0.342,0.088,-0.48,-4.434,-0.663,0.3,1.138,-5.137,-0.758,-0.023,0,0,0.5004,0.4503,0.5639,0.4545,0.0363,-0.0004,0.0012,-0.0306,1.33,-2.74,16.6,404.0,141.0,0,0.9288,0.3062,1,128.9,152.0,0.106,0.292,0.389,0.655,0.711,0.501,0.115,0.111,0.01,0.546,0.285,0.078,0.402,0.191,0.092,0.0,0.196,0.181,0.197,0.15,0.119,0.208,1,0.982,2,1,0.8730500000000001,0,130.0,-0.83,1.67,0,3.787,0.5246,0.4275,0.899,0.4925,0.3377,0.978,0.5115,0.3507,0.809,0.5764,0.4183,0.843,0.4997,0.3403,0.928,0.4559,0.2896,1.077,0.4762,0.3576,0.921,0.5276,0.4593,0.833,0.5145,0.3804,0.932,0.5307,0.3508,0.947,0.4824,0.3158,0.89,6,1,0.00494061757719715,0.5
402,36,2,moderate_cheating,8,37.5,5,86.3,1,2,6,1,2,3,0,5,2,1844.0,455.0,0.01122,0.1714,3327.2,4576.4,0.3086,120.4,0.83,-3.582,-17.894,-18.197,-5.624,-13.505,0.882,15.849,3.549,-7.92,14.531,5.351,7.504,35.837,-0.196,-2.145,-2.437,-1.325,-2.067,0.655,1.869,0.31,1.52,2.753,1.051,0.863,4.479,2,1,0.4609,0.5377,0.5197,0.5287,-0.0232,0.1067,-0.059,0.1209,-3.62,10.06,12.3,325.0,-41.3,0,0.3739,1.2917,0,126.6,153.1,0.322,0.385,0.384,0.288,0.445,0.943,0.742,0.152,0.066,0.698,0.281,0.576,0.58,0.31,0.208,0.445,0.359,0.616,0.589,0.336,0.108,0.489,5,0.68,1,0,0.7786,0,182.5,3.11,1.48,0,1.506,0.5026,0.2981,0.887,0.5142,0.3073,0.85,0.549,0.261,0.889,0.5109,0.1818,0.821,0.4977,0.3114,0.963,0.57,0.2193,0.961,0.6058,0.2687,0.721,0.4522,0.3504,0.925,0.476,0.1769,0.703,0.5245,0.3311,0.894,0.508,0.3237,0.847,6,1,0.020336225596529284,0.0
403,42,2,moderate_cheating,15,58.1,6,92.4,0,1,2,4,6,2,1,4,4,1937.0,578.0,0.01302,0.1551,3206.2,4911.2,0.2426,124.5,0.55,5.976,11.772,-14.818,-41.509,-4.608,6.387,22.295,12.676,27.288,-8.528,33.479,10.402,-2.868,1.233,0.775,-2.065,-2.886,-0.585,0.63,3.007,1.061,2.398,-0.553,5.073,1.109,-0.28,2,1,0.6063,0.4601,0.6569,0.4653,0.2589,-0.0089,0.2436,-0.0498,24.56,-1.68,16.3,181.3,360.1,1,0.3202,0.9865,0,111.7,135.9,0.106,0.3,0.211,0.551,0.65,0.472,0.141,0.119,0.124,0.713,0.175,0.167,0.464,0.106,0.0,0.166,0.164,0.0,0.05,0.199,0.313,0.229,1,0.78,3,2,0.7779666666666666,1,146.2,12.52,17.17,0,0.004,0.3454,0.4044,0.768,0.3208,0.4203,0.931,0.2953,0.3507,0.798,0.3058,0.4188,0.769,0.3721,0.2986,0.833,0.3396,0.3588,0.902,0.3613,0.3662,0.887,0.3725,0.4089,0.814,0.3532,0.3928,0.853,0.3638,0.3521,0.823,0.3252,0.3573,0.924,1,0,0.029994837377387715,0.6666666666666666
404,48,2,moderate_cheating,12,51.5,4,63.4,0,1,6,4,4,3,1,2,6,1866.0,572.0,0.01425,0.2308,2954.2,4380.9,0.3093,118.9,2.15,0.984,-2.377,4.471,23.512,-1.613,2.566,9.568,1.302,-19.122,3.887,17.063,-16.351,3.341,0.775,-0.261,1.073,2.369,0.584,1.402,1.512,-0.164,-1.784,-0.202,1.023,-1.365,1.635,2,1,0.5316,0.5148,0.5976,0.5195,0.0305,-0.0084,0.06,-0.007,7.2,-1.19,12.7,352.5,259.0,0,0.943,0.3318,1,122.3,136.1,0.32,0.392,0.317,0.486,0.597,0.272,0.505,0.6,0.134,0.171,0.182,0.218,0.005,0.249,0.29,0.2,0.0,0.164,0.076,0.585,0.532,0.148,4,1.021,1,1,0.9873,0,163.0,-3.19,11.9,0,0.997,0.6672,0.4008,0.898,0.6722,0.3383,0.937,0.6624,0.3178,0.813,0.6062,0.337,0.834,0.7113,0.3857,0.897,0.5821,0.4573,0.766,0.7478,0.3173,0.919,0.6471,0.4007,0.881,0.5675,0.4039,0.905,0.6617,0.3553,0.845,0.6651,0.3541,1.002,2,0,0.02759914255091104,1.0
405,52,2,moderate_cheating,13,79.8,8,122.3,2,0,3,2,4,3,0,5,8,1569.0,523.0,0.00884,0.2341,1756.4,2413.4,0.2563,114.8,1.83,-8.655,-0.014,9.868,-1.803,-34.509,7.371,-30.44,6.32,-10.72,14.824,-7.966,2.391,-1.503,0.262,1.202,-0.226,-0.655,-3.285,0.365,-2.845,0.67,-2.036,2.197,0.911,-0.372,-0.72,3,0,0.5089,0.4459,0.5747,0.4487,-0.0202,-0.1255,-0.0015,-0.0979,-0.13,-13.1,13.8,374.2,210.7,0,0.9205,0.3675,1,107.0,142.5,0.294,0.225,0.304,0.473,0.23,0.868,0.777,0.215,0.206,0.64,0.182,0.694,0.569,0.438,0.433,0.33,0.294,0.692,0.82,0.319,0.187,0.252,5,0.853,3,2,0.8547333333333333,0,151.3,4.52,12.48,0,-0.065,0.5625,0.3509,0.732,0.6049,0.4175,0.903,0.6776,0.4287,0.729,0.7324,0.4112,0.89,0.6627,0.3362,0.863,0.7384,0.3324,0.87,0.7304,0.3839,0.914,0.7041,0.3514,0.863,0.6357,0.378,0.926,0.602,0.3699,0.88,0.6494,0.3745,0.756,2,0,0.0508604206500956,0.6666666666666666
406,10,0,honest,2,6.6,1,5.9,0,0,0,0,0,0,0,4,4,1805.0,533.0,0.00976,0.2205,1870.7,2411.3,0.3349,130.1,0.99,-6.608,-0.548,9.759,-9.858,-2.944,-10.44,-13.522,14.167,10.792,-0.317,26.285,12.572,0.829,-0.832,-2.04,0.996,-3.177,1.353,-0.679,-0.283,1.125,0.298,-1.205,0.93,0.846,0.191,3,0,0.4592,0.5125,0.5231,0.5178,-0.0391,0.1398,-0.0256,0.165,-4.4,14.23,8.4,220.1,519.2,1,0.9284,0.4392,1,139.3,116.4,0.114,0.35,0.324,0.292,0.238,0.041,0.239,0.092,0.0,0.206,0.14,0.008,0.037,0.078,0.011,0.206,0.264,0.0,0.0,0.11,0.274,0.088,0,0.803,1,0,1.0,0,153.6,7.65,1.27,1,2.676,0.5086,0.2639,0.881,0.4465,0.2477,0.873,0.5068,0.2731,0.894,0.4734,0.2603,0.854,0.5621,0.3233,0.943,0.5357,0.3418,0.619,0.4915,0.4021,1.017,0.4874,0.2725,0.738,0.4609,0.2836,0.901,0.5583,0.2915,1.013,0.4782,0.2887,0.889,5,1,0.0036565096952908584,0.0
407,0,0,honest,0,0.0,2,20.7,0,0,0,0,1,0,0,1,7,2035.0,542.0,0.00598,0.2468,1938.8,2521.4,0.3093,124.4,1.04,8.541,7.164,-21.254,4.861,0.81,8.285,-6.866,2.074,27.28,-2.739,17.825,-2.8,-18.462,1.444,0.155,-2.137,0.1,-0.106,2.261,-1.675,0.507,2.274,-1.456,3.324,-0.88,-0.995,3,0,0.3688,0.5503,0.4236,0.5559,-0.2489,0.0601,-0.271,0.0604,-26.47,5.64,13.7,142.8,337.8,1,0.4803,1.0879,0,125.3,129.6,0.288,0.346,0.361,0.342,0.183,0.74,0.728,0.237,0.114,0.51,0.37,0.473,0.364,0.308,0.447,0.491,0.389,0.749,0.814,0.473,0.043,0.46,5,0.88,3,2,0.8916666666666666,0,187.5,13.34,9.43,0,0.939,0.4685,0.4602,0.854,0.5514,0.4913,0.921,0.5154,0.4956,0.863,0.4871,0.4304,0.843,0.5158,0.4404,0.839,0.5363,0.5068,0.72,0.5448,0.4548,0.872,0.4593,0.3609,0.963,0.4703,0.495,0.89,0.4454,0.5174,0.894,0.5004,0.4152,0.832,3,0,0.0,0.6666666666666666
408,5,0,honest,0,0.0,2,27.2,0,0,1,0,1,0,0,0,8,1708.0,455.0,0.01585,0.1823,2988.2,4622.3,0.2866,124.6,2.65,-3.487,-7.911,27.171,39.682,-4.985,-5.717,18.743,-11.475,-5.945,-26.458,-3.677,-38.273,7.199,-1.355,0.876,1.805,3.067,0.249,0.651,1.176,-0.404,-1.284,-5.379,-2.571,-3.113,-1.334,2,1,0.5307,0.4336,0.5887,0.4296,0.0436,-0.0437,0.0424,-0.0108,1.77,-3.97,13.4,268.1,139.7,0,0.4275,1.3725,0,120.6,115.6,0.123,0.385,0.354,0.701,0.599,0.344,0.208,0.182,0.297,0.594,0.0,0.277,0.382,0.438,0.13,0.149,0.059,0.006,0.17,0.193,0.349,0.238,1,0.892,1,0,0.9576,0,138.1,-10.26,-3.48,1,2.836,0.523,0.2437,0.845,0.5715,0.2521,0.728,0.5501,0.2414,0.818,0.5472,0.2166,0.832,0.4962,0.2592,1.036,0.5762,0.2818,0.843,0.4853,0.2577,0.984,0.5687,0.29,0.886,0.458,0.3085,0.927,0.5269,0.2421,0.856,0.5128,0.2959,0.831,5,1,0.0,0.0
409,3,0,honest,1,2.3,0,0.0,0,0,0,0,1,0,0,1,6,1787.0,597.0,0.04493,0.0969,2107.3,3251.2,0.1421,110.8,2.5,-4.786,-1.085,-11.189,23.148,-35.018,-2.403,11.967,1.185,-21.875,7.008,10.121,4.027,9.509,-0.838,0.435,-0.02,1.383,-4.169,-0.001,0.99,0.136,-3.339,0.582,-0.167,-0.588,1.948,1,1,0.5202,0.506,0.5844,0.5079,-0.0121,-0.0194,-0.0302,-0.0029,-2.5,-1.01,7.9,329.1,232.9,0,0.8601,0.3491,1,142.1,136.5,0.135,0.351,0.274,0.237,0.303,0.296,0.216,0.002,0.177,0.07,0.12,0.161,0.132,0.045,0.184,0.051,0.108,0.148,0.121,0.045,0.081,0.207,0,0.731,2,2,0.8562000000000001,0,172.7,1.56,-0.14,1,2.602,0.6197,0.2771,0.876,0.532,0.2297,0.839,0.5171,0.2523,0.887,0.4677,0.2775,0.969,0.4566,0.2623,1.027,0.5427,0.2772,0.663,0.4959,0.1976,0.95,0.5067,0.2761,0.929,0.4409,0.1801,0.848,0.4462,0.2751,0.869,0.5142,0.3154,0.97,5,1,0.0012870733072188024,1.0
410,16,0,honest,3,17.8,1,17.5,0,0,0,0,1,0,0,3,7,1860.0,550.0,0.05362,0.1259,2334.4,3591.7,0.084,126.5,3.05,-5.014,25.847,9.228,26.502,-14.851,15.008,-6.804,13.811,-1.132,-8.249,7.283,-19.11,-7.77,0.192,2.09,-1.494,2.181,-1.189,2.461,-0.837,1.538,0.495,-1.272,0.888,-2.395,-0.464,1,1,0.5324,0.4187,0.589,0.4165,-0.0039,-0.2297,-0.0019,-0.1949,0.84,-19.65,13.5,381.1,143.7,0,0.7491,1.4238,0,113.6,134.2,0.066,0.363,0.259,0.475,0.369,0.152,0.177,0.075,0.0,0.054,0.085,0.0,0.001,0.118,0.21,0.192,0.241,0.184,0.28,0.17,0.21,0.131,0,0.798,3,1,0.8240333333333334,0,142.4,-19.02,-1.77,0,2.149,0.4837,0.3406,0.911,0.5126,0.3101,0.908,0.4262,0.3909,0.86,0.5138,0.3203,0.948,0.4399,0.3196,0.844,0.4195,0.3607,0.841,0.404,0.312,0.807,0.4576,0.3575,1.068,0.5026,0.3387,0.951,0.4662,0.3005,0.874,0.4705,0.3418,0.811,4,1,0.00956989247311828,0.3333333333333333
411,46,2,moderate_cheating,8,21.0,5,119.9,1,2,4,3,3,3,0,2,5,1837.0,412.0,0.03732,0.0739,1988.5,3313.9,0.0334,107.1,4.53,10.501,-37.261,-15.475,5.657,-0.18,-2.489,14.497,-29.5,6.045,-14.597,-30.158,2.998,-9.321,1.438,-3.782,-0.232,-1.794,0.239,-0.518,0.463,-3.761,2.558,-2.713,-3.248,0.489,1.535,1,1,0.3548,0.5071,0.4201,0.5137,-0.2905,-0.0048,-0.3,0.0061,-28.19,-0.85,15.1,245.5,466.2,1,0.9072,0.3561,1,119.6,101.8,0.302,0.253,0.365,0.304,0.458,0.692,0.67,0.254,0.183,0.604,0.209,0.86,0.433,0.259,0.399,0.367,0.458,0.623,0.574,0.296,0.098,0.407,5,0.83,3,0,0.968,0,146.1,-5.21,15.68,0,0.861,0.3432,0.3592,0.959,0.3556,0.4048,0.9,0.3233,0.3531,0.817,0.4036,0.3765,0.947,0.3768,0.3486,1.017,0.3446,0.4256,0.869,0.3279,0.4007,0.873,0.3504,0.4448,0.772,0.3191,0.4223,0.904,0.3204,0.3742,0.863,0.3364,0.3988,0.815,1,0,0.011431682090364725,0.0
412,12,0,honest,1,4.8,1,8.8,0,0,0,0,1,0,0,1,7,1944.0,513.0,0.00744,0.2323,3040.4,4671.9,0.3403,109.5,2.56,-12.161,-17.207,-4.967,12.515,-0.988,-37.178,9.361,-13.326,-4.867,2.272,-12.577,-18.142,-4.368,0.598,-3.12,-1.013,0.252,1.421,-3.132,2.818,-0.253,-0.793,1.065,-1.788,-1.7,0.376,2,1,0.4856,0.4791,0.5387,0.4807,-0.0714,-0.0478,-0.0645,-0.0468,-7.31,-5.42,15.7,258.5,152.8,0,0.9375,0.4358,1,140.9,140.1,0.131,0.386,0.34,0.353,0.324,0.0,0.024,0.115,0.127,0.116,0.137,0.0,0.235,0.044,0.275,0.041,0.045,0.0,0.042,0.047,0.069,0.239,0,0.718,3,2,0.8439333333333333,1,191.6,20.02,12.0,0,0.621,0.6361,0.3915,0.933,0.6188,0.5183,0.848,0.6365,0.416,0.888,0.6434,0.4192,0.73,0.671,0.4,0.933,0.6639,0.3537,0.98,0.6997,0.4838,0.932,0.6569,0.4262,1.002,0.6988,0.4829,0.941,0.6197,0.4008,0.873,0.7046,0.4226,0.861,2,0,0.0024691358024691358,0.6666666666666666
413,31,1,minor_infractions,8,27.2,1,14.0,0,0,1,0,3,0,0,0,6,1672.0,583.0,0.00208,0.0586,310.1,781.2,0.0922,134.4,1.46,-7.205,-2.838,5.601,-24.659,22.154,-28.6,0.729,25.8,5.352,4.293,8.681,-7.033,29.465,-1.3,-0.298,0.185,-2.033,2.801,-3.083,0.984,1.962,-0.929,1.086,-0.403,0.148,2.876,0,0,0.5066,0.5163,0.5703,0.5085,-0.0277,0.0269,0.0032,0.0594,0.05,3.59,13.2,356.6,216.3,0,0.3674,0.941,0,126.0,159.5,0.11,0.378,0.379,0.219,0.355,0.803,0.45,0.324,0.257,0.636,0.113,0.19,0.225,0.24,0.257,0.057,0.002,0.467,0.379,0.557,0.177,0.036,2,0.91,1,1,0.8981,0,163.3,6.24,13.29,0,-0.323,0.6339,0.4104,0.888,0.642,0.2862,0.976,0.5696,0.3133,0.725,0.5594,0.3445,0.926,0.5672,0.375,0.699,0.6611,0.3488,0.785,0.6855,0.3257,0.959,0.6118,0.3558,0.857,0.5627,0.3806,0.761,0.5555,0.3586,0.877,0.6166,0.4295,0.905,2,0,0.016267942583732056,1.0
414,55,2,moderate_cheating,9,36.4,5,20.8,2,0,5,3,2,3,1,4,0,1721.0,522.0,0.01158,0.173,3434.3,4628.8,0.191,112.3,0.4,0.058,-14.72,-22.166,-25.845,-21.564,3.457,24.037,-17.206,-4.881,-2.139,-8.913,-14.949,12.807,-0.208,-1.118,-3.32,-2.613,-2.226,0.69,2.545,-1.925,-1.13,1.398,-0.634,-1.147,0.333,2,1,0.561,0.569,0.6195,0.572,0.1188,0.269,0.1299,0.2674,12.67,28.49,16.0,397.3,253.1,0,0.5778,1.5648,0,110.4,142.7,0.113,0.432,0.452,0.268,0.323,0.109,0.078,0.0,0.035,0.172,0.1,0.282,0.285,0.09,0.179,0.169,0.212,0.015,0.131,0.029,0.05,0.196,0,0.691,1,1,0.6537,0,144.5,4.85,10.05,0,-0.226,0.6576,0.3502,0.927,0.7087,0.2725,1.006,0.7363,0.3461,0.948,0.6332,0.3184,1.031,0.6455,0.2919,0.818,0.7143,0.2927,0.754,0.6459,0.3244,0.957,0.6908,0.3313,0.791,0.6468,0.3401,0.772,0.6383,0.3184,1.045,0.665,0.3162,0.897,2,0,0.02115049389889599,1.0
415,5,0,honest,3,16.3,2,33.0,0,0,0,0,0,0,0,5,7,1922.0,575.0,0.00756,0.1823,2110.6,2733.7,0.2884,107.4,0.72,-24.575,23.284,26.522,11.404,-3.007,11.9,11.318,-16.067,-15.633,-9.556,-3.212,-17.279,18.07,-0.662,1.618,2.624,1.223,1.239,2.441,0.137,-2.923,0.21,-0.794,0.452,-0.494,2.298,3,0,0.3369,0.5367,0.3987,0.5382,-0.3298,0.0559,-0.3392,0.0348,-35.66,4.75,15.5,175.0,449.2,1,0.1633,1.2365,0,121.1,152.1,0.192,0.316,0.343,0.387,0.241,0.733,0.717,0.284,0.0,0.59,0.196,0.0,0.103,0.013,0.041,0.345,0.144,0.431,0.469,0.624,0.215,0.214,2,0.716,1,1,0.7686,0,180.3,5.55,17.23,0,0.122,0.3273,0.2378,0.813,0.3748,0.2713,0.955,0.3134,0.3274,0.823,0.3711,0.2711,0.926,0.3624,0.2275,0.921,0.3169,0.3619,0.888,0.335,0.242,0.741,0.3755,0.209,0.878,0.3219,0.3871,1.021,0.3656,0.3139,1.005,0.351,0.3287,0.904,1,0,0.008480749219562956,1.0
416,76,3,severe_cheating,22,103.6,15,273.2,3,3,6,7,7,8,0,5,2,2068.0,481.0,0.045,0.0964,1966.4,3896.0,0.1063,123.8,3.41,17.378,31.7,3.98,5.997,-15.639,-15.739,-7.903,-34.007,-9.21,-1.833,0.612,-27.168,22.396,2.85,3.454,-1.773,1.502,-1.265,-0.52,-0.695,-5.169,-0.981,0.347,-0.998,-3.737,3.681,1,1,0.6971,0.5193,0.7604,0.5149,0.3943,0.0602,0.4062,0.0262,38.56,4.4,16.1,130.9,362.7,1,0.5591,1.2608,0,134.6,157.0,0.129,0.38,0.314,0.267,0.372,0.199,0.147,0.229,0.213,0.181,0.033,0.0,0.154,0.228,0.122,0.19,0.238,0.023,0.084,0.156,0.044,0.157,3,0.81,4,2,0.8334,1,151.4,-12.75,5.31,1,2.376,0.4281,0.2998,1.019,0.4897,0.2873,0.748,0.4994,0.2844,0.951,0.4088,0.3026,0.919,0.5,0.2242,0.91,0.4925,0.2857,0.823,0.4769,0.2822,0.891,0.5117,0.2997,1.033,0.5614,0.3003,0.79,0.4707,0.3177,0.946,0.5742,0.2717,0.845,5,1,0.050096711798839455,0.5
417,4,0,honest,3,15.8,0,0.0,0,0,0,0,0,0,0,4,5,1871.0,472.0,0.01615,0.1748,3360.6,4355.9,0.3146,115.9,1.14,-9.336,-9.39,5.166,5.648,-4.208,9.629,-7.09,-28.21,6.047,0.378,4.802,-16.566,-0.23,-0.879,-2.301,1.063,0.2,-0.647,4.706,1.792,-4.566,0.421,-0.096,1.032,-1.535,-0.721,2,1,0.4768,0.5879,0.5323,0.5946,-0.0322,0.2241,-0.0453,0.2116,-3.15,21.56,7.1,350.9,271.2,0,0.9981,0.3194,1,121.6,162.1,0.248,0.296,0.331,0.481,0.649,0.046,0.746,0.635,0.084,0.072,0.169,0.007,0.0,0.023,0.091,0.236,0.207,0.21,0.1,0.853,0.716,0.278,4,0.86,1,1,1.0,0,140.0,-7.63,22.75,0,0.783,0.3549,0.2874,0.856,0.3294,0.3553,0.998,0.2799,0.3743,0.762,0.3114,0.433,0.901,0.3678,0.4553,0.882,0.3564,0.4958,1.036,0.3239,0.4157,1.007,0.3221,0.3376,0.912,0.4286,0.3707,0.895,0.2912,0.3332,0.89,0.2108,0.3616,0.824,1,0,0.008444681988241583,1.0
418,68,2,moderate_cheating,13,46.9,7,73.1,1,0,4,3,2,4,1,4,8,1613.0,555.0,0.00177,0.0344,256.5,516.7,-0.0024,91.9,1.15,21.838,-14.814,1.545,-5.568,-21.835,-8.286,17.138,-2.003,-6.08,-1.238,-21.95,23.364,3.437,1.982,-1.245,0.882,-0.503,-2.006,-0.679,4.232,-1.033,-0.11,-0.738,-4.331,3.408,-0.917,0,0,0.5583,0.5958,0.6225,0.5927,0.0908,0.3523,0.0292,0.3118,3.16,33.54,9.3,372.5,245.3,0,0.4087,1.5611,0,133.4,124.6,-0.009,0.334,0.452,0.241,0.402,0.059,0.218,0.0,0.105,0.0,0.0,0.122,0.165,0.106,0.161,0.0,0.032,0.043,0.175,0.075,0.077,0.015,0,0.855,1,0,0.9031,0,159.4,-8.93,-0.8,0,0.448,0.5646,0.3087,0.913,0.4616,0.3123,0.87,0.5344,0.3745,0.744,0.4517,0.3171,0.869,0.5131,0.2919,0.826,0.5933,0.3686,0.886,0.4364,0.3208,0.826,0.5292,0.2572,0.914,0.5074,0.3149,0.846,0.5254,0.311,0.91,0.522,0.3549,1.026,0,0,0.02907625542467452,0.0
419,16,0,honest,2,10.1,0,0.0,0,0,1,0,1,0,0,2,3,1638.0,573.0,0.05422,0.0835,1916.4,3059.5,0.0948,111.5,2.94,2.842,-2.168,-12.539,-2.545,2.901,3.544,26.559,-16.207,-28.239,15.226,31.729,2.078,-11.619,0.892,0.171,-0.796,0.512,-0.172,-0.718,1.242,-2.617,-2.528,-0.008,4.011,0.395,-1.115,1,1,0.4668,0.4872,0.5266,0.4858,-0.1205,-0.0171,-0.0595,-0.0336,-7.19,-2.84,11.0,307.7,208.6,0,0.901,0.3387,1,129.2,127.0,0.28,0.394,0.361,0.503,0.542,0.0,0.858,0.853,0.181,0.252,0.051,0.0,0.0,0.114,0.177,0.245,0.088,0.214,0.005,0.654,0.453,0.473,4,0.799,3,3,0.8669333333333333,0,181.6,8.71,9.68,0,0.508,0.3736,0.3567,0.893,0.332,0.3559,0.881,0.3888,0.3499,0.936,0.2963,0.3774,0.845,0.304,0.3771,0.718,0.2858,0.3243,0.822,0.3805,0.2481,0.816,0.3417,0.3553,0.77,0.4001,0.3134,0.781,0.3421,0.2892,0.898,0.3264,0.3391,0.742,1,0,0.006166056166056166,1.0
